wkt_geom,sid,objectid,c28992r100,inw2014,i2014_014,i2014_1524,i2014_2544,i2014_4564,i2014_65pl,p_auto2014,p_wal2014,p_nwal2014,won2012,wozwon2012,i2014_1564,Disable
"Polygon ((87300 439600.0000000074505806, 87400 439600.0000000074505806, 87400 439500.0000000074505806, 87300 439500.0000000074505806, 87300 439600.0000000074505806))",370283,370283,E0873N4395,-99998,0,0,0,0,0,nihil,nihil,nihil,-99998,-99998,0,-99998
"Polygon ((87400 439600.0000000074505806, 87500.0000000037252903 439600.0000000074505806, 87500.0000000037252903 439500.0000000074505806, 87400 439500.0000000074505806, 87400 439600.0000000074505806))",370284,370284,E0874N4395,-99998,0,0,0,0,0,nihil,nihil,nihil,-99998,-99998,0,-99998
"Polygon ((87500.0000000037252903 439600.0000000074505806, 87600.0000000074505806 439600.0000000074505806, 87600.0000000074505806 439500.0000000074505806, 87500.0000000037252903 439500.0000000074505806, 87500.0000000037252903 439600.0000000074505806))",370285,370285,E0875N4395,0,0,0,0,0,0,geheim,geheim,geheim,-99998,-99998,0,0
"Polygon ((87900.0000000037252903 439600.0000000074505806, 88000 439600.0000000074505806, 88000 439500.0000000074505806, 87900.0000000037252903 439500.0000000074505806, 87900.0000000037252903 439600.0000000074505806))",370286,370286,E0879N4395,-99998,0,0,0,0,0,nihil,nihil,nihil,-99998,-99998,0,-99998
"Polygon ((88500 439600.0000000074505806, 88600.0000000037252903 439600.0000000074505806, 88600.0000000037252903 439500.0000000074505806, 88500 439500.0000000074505806, 88500 439600.0000000074505806))",370287,370287,E0885N4395,5,0,0,0,0,5,geheim,geheim,geheim,5,443,0,3
"Polygon ((88600.0000000037252903 439600.0000000074505806, 88700 439600.0000000074505806, 88700 439500.0000000074505806, 88600.0000000037252903 439500.0000000074505806, 88600.0000000037252903 439600.0000000074505806))",370288,370288,E0886N4395,100,5,10,25,35,25,75% tot 90%,8% tot 15%,minder dan 10%,50,209,70,1
"Polygon ((88700 439600.0000000074505806, 88800 439600.0000000074505806, 88800 439500.0000000074505806, 88700 439500.0000000074505806, 88700 439600.0000000074505806))",370289,370289,E0887N4395,110,15,15,30,20,25,40% tot 60%,8% tot 15%,25% tot 45%,70,112,65,1
"Polygon ((88800 439600.0000000074505806, 88900.0000000037252903 439600.0000000074505806, 88900.0000000037252903 439500.0000000074505806, 88800 439500.0000000074505806, 88800 439600.0000000074505806))",370290,370290,E0888N4395,70,10,0,25,20,10,60% tot 75%,minder dan 8%,25% tot 45%,50,89,45,1
"Polygon ((88900.0000000037252903 439600.0000000074505806, 89000.0000000037252903 439600.0000000074505806, 89000.0000000037252903 439500.0000000074505806, 88900.0000000037252903 439500.0000000074505806, 88900.0000000037252903 439600.0000000074505806))",370291,370291,E0889N4395,120,20,15,35,35,15,75% tot 90%,8% tot 15%,10% tot 25%,55,175,85,1
"Polygon ((89000.0000000037252903 439600.0000000074505806, 89100 439600.0000000074505806, 89100 439500.0000000074505806, 89000.0000000037252903 439500.0000000074505806, 89000.0000000037252903 439600.0000000074505806))",370292,370292,E0890N4395,115,30,10,45,20,5,minder dan 40%,15% tot 25%,45% tot 67%,50,102,75,0
"Polygon ((89100 439600.0000000074505806, 89200 439600.0000000074505806, 89200 439500.0000000074505806, 89100 439500.0000000074505806, 89100 439600.0000000074505806))",370293,370293,E0891N4395,20,5,5,5,10,0,minder dan 40%,8% tot 15%,67% of meer,10,113,20,13
"Polygon ((89200 439600.0000000074505806, 89300.0000000037252903 439600.0000000074505806, 89300.0000000037252903 439500.0000000074505806, 89200 439500.0000000074505806, 89200 439600.0000000074505806))",370294,370294,E0892N4395,5,0,0,5,0,0,geheim,geheim,geheim,0,-99997,5,0
"Polygon ((89300.0000000037252903 439600.0000000074505806, 89400.0000000037252903 439600.0000000074505806, 89400.0000000037252903 439500.0000000074505806, 89300.0000000037252903 439500.0000000074505806, 89300.0000000037252903 439600.0000000074505806))",370295,370295,E0893N4395,100,25,10,30,25,15,75% tot 90%,minder dan 8%,minder dan 10%,45,186,65,0
"Polygon ((89400.0000000037252903 439600.0000000074505806, 89500 439600.0000000074505806, 89500 439500.0000000074505806, 89400.0000000037252903 439500.0000000074505806, 89400.0000000037252903 439600.0000000074505806))",370296,370296,E0894N4395,30,5,0,10,10,5,90% of meer,minder dan 8%,geen nw. allochtoon,20,160,20,25
"Polygon ((90500.0000000037252903 439600.0000000074505806, 90600 439600.0000000074505806, 90600 439500.0000000074505806, 90500.0000000037252903 439500.0000000074505806, 90500.0000000037252903 439600.0000000074505806))",370297,370297,E0905N4395,15,0,0,0,10,0,75% tot 90%,geen w. allochtoon,10% tot 25%,10,-99997,10,13
"Polygon ((90600 439600.0000000074505806, 90700 439600.0000000074505806, 90700 439500.0000000074505806, 90600 439500.0000000074505806, 90600 439600.0000000074505806))",370298,370298,E0906N4395,35,5,5,10,10,0,75% tot 90%,15% tot 25%,minder dan 10%,15,213,25,0
"Polygon ((90700 439600.0000000074505806, 90800.0000000037252903 439600.0000000074505806, 90800.0000000037252903 439500.0000000074505806, 90700 439500.0000000074505806, 90700 439600.0000000074505806))",370299,370299,E0907N4395,5,0,0,0,0,0,geheim,geheim,geheim,0,-99997,0,0
"Polygon ((90900 439600.0000000074505806, 91000 439600.0000000074505806, 91000 439500.0000000074505806, 90900 439500.0000000074505806, 90900 439600.0000000074505806))",370300,370300,E0909N4395,5,0,0,0,5,0,geheim,geheim,geheim,0,-99997,5,4
"Polygon ((91000 439600.0000000074505806, 91100.0000000037252903 439600.0000000074505806, 91100.0000000037252903 439500.0000000074505806, 91000 439500.0000000074505806, 91000 439600.0000000074505806))",370301,370301,E0910N4395,-99998,0,0,0,0,0,nihil,nihil,nihil,-99998,-99998,0,-99998
"Polygon ((91900.0000000037252903 439600.0000000074505806, 92000 439600.0000000074505806, 92000 439500.0000000074505806, 91900.0000000037252903 439500.0000000074505806, 91900.0000000037252903 439600.0000000074505806))",370302,370302,E0919N4395,5,0,0,5,5,0,geheim,geheim,geheim,5,-99997,10,4
"Polygon ((92600.0000000037252903 439600.0000000074505806, 92700 439600.0000000074505806, 92700 439500.0000000074505806, 92600.0000000037252903 439500.0000000074505806, 92600.0000000037252903 439600.0000000074505806))",370303,370303,E0926N4395,10,0,0,0,5,0,geheim,geheim,geheim,0,-99997,5,4
"Polygon ((92700 439600.0000000074505806, 92800 439600.0000000074505806, 92800 439500.0000000074505806, 92700 439500.0000000074505806, 92700 439600.0000000074505806))",370304,370304,E0927N4395,15,0,5,0,5,5,geheim,geheim,geheim,-99998,-99998,10,13
"Polygon ((92800 439600.0000000074505806, 92900.0000000037252903 439600.0000000074505806, 92900.0000000037252903 439500.0000000074505806, 92800 439500.0000000074505806, 92800 439600.0000000074505806))",370305,370305,E0928N4395,100,20,10,45,20,5,60% tot 75%,minder dan 8%,25% tot 45%,50,104,75,0
"Polygon ((92900.0000000037252903 439600.0000000074505806, 93000.0000000037252903 439600.0000000074505806, 93000.0000000037252903 439500.0000000074505806, 92900.0000000037252903 439500.0000000074505806, 92900.0000000037252903 439600.0000000074505806))",370306,370306,E0929N4395,45,5,5,25,10,0,40% tot 60%,15% tot 25%,25% tot 45%,25,107,40,23
"Polygon ((96400 439600.0000000074505806, 96500 439600.0000000074505806, 96500 439500.0000000074505806, 96400 439500.0000000074505806, 96400 439600.0000000074505806))",370307,370307,E0964N4395,30,10,5,5,10,5,minder dan 40%,25% tot 45%,25% tot 45%,10,250,20,20
"Polygon ((96500 439600.0000000074505806, 96600.0000000037252903 439600.0000000074505806, 96600.0000000037252903 439500.0000000074505806, 96500 439500.0000000074505806, 96500 439600.0000000074505806))",370308,370308,E0965N4395,65,10,10,20,15,10,40% tot 60%,8% tot 15%,25% tot 45%,25,246,45,0
"Polygon ((96600.0000000037252903 439600.0000000074505806, 96700 439600.0000000074505806, 96700 439500.0000000074505806, 96600.0000000037252903 439500.0000000074505806, 96600.0000000037252903 439600.0000000074505806))",370309,370309,E0966N4395,55,10,5,20,15,5,60% tot 75%,15% tot 25%,10% tot 25%,30,151,40,1
"Polygon ((96700 439600.0000000074505806, 96800 439600.0000000074505806, 96800 439500.0000000074505806, 96700 439500.0000000074505806, 96700 439600.0000000074505806))",370310,370310,E0967N4395,50,5,5,15,20,5,60% tot 75%,15% tot 25%,10% tot 25%,30,171,40,42
"Polygon ((96900.0000000037252903 439600.0000000074505806, 97000.0000000037252903 439600.0000000074505806, 97000.0000000037252903 439500.0000000074505806, 96900.0000000037252903 439500.0000000074505806, 96900.0000000037252903 439600.0000000074505806))",370311,370311,E0969N4395,-99998,0,0,0,0,0,nihil,nihil,nihil,-99998,-99998,0,-99998
"Polygon ((97000.0000000037252903 439600.0000000074505806, 97100 439600.0000000074505806, 97100 439500.0000000074505806, 97000.0000000037252903 439500.0000000074505806, 97000.0000000037252903 439600.0000000074505806))",370312,370312,E0970N4395,10,5,0,0,0,5,geheim,geheim,geheim,5,-99997,0,5
"Polygon ((97100 439600.0000000074505806, 97200 439600.0000000074505806, 97200 439500.0000000074505806, 97100 439500.0000000074505806, 97100 439600.0000000074505806))",370313,370313,E0971N4395,0,0,0,0,0,0,geheim,geheim,geheim,-99998,-99998,0,0
"Polygon ((97200 439600.0000000074505806, 97300.0000000037252903 439600.0000000074505806, 97300.0000000037252903 439500.0000000074505806, 97200 439500.0000000074505806, 97200 439600.0000000074505806))",370314,370314,E0972N4395,80,0,5,15,10,45,75% tot 90%,minder dan 8%,minder dan 10%,50,168,30,1
"Polygon ((97300.0000000037252903 439600.0000000074505806, 97400.0000000037252903 439600.0000000074505806, 97400.0000000037252903 439500.0000000074505806, 97300.0000000037252903 439500.0000000074505806, 97300.0000000037252903 439600.0000000074505806))",370315,370315,E0973N4395,135,20,15,65,20,20,60% tot 75%,15% tot 25%,10% tot 25%,80,132,100,1
"Polygon ((97400.0000000037252903 439600.0000000074505806, 97500 439600.0000000074505806, 97500 439500.0000000074505806, 97400.0000000037252903 439500.0000000074505806, 97400.0000000037252903 439600.0000000074505806))",370316,370316,E0974N4395,115,0,10,30,40,35,60% tot 75%,8% tot 15%,10% tot 25%,65,177,80,1
"Polygon ((97500 439600.0000000074505806, 97600 439600.0000000074505806, 97600 439500.0000000074505806, 97500 439500.0000000074505806, 97500 439600.0000000074505806))",370317,370317,E0975N4395,160,5,5,15,60,80,75% tot 90%,8% tot 15%,10% tot 25%,120,103,80,0
"Polygon ((97600 439600.0000000074505806, 97700.0000000037252903 439600.0000000074505806, 97700.0000000037252903 439500.0000000074505806, 97600 439500.0000000074505806, 97600 439600.0000000074505806))",370318,370318,E0976N4395,75,10,5,20,20,20,40% tot 60%,8% tot 15%,25% tot 45%,50,115,45,0
"Polygon ((97700.0000000037252903 439600.0000000074505806, 97800 439600.0000000074505806, 97800 439500.0000000074505806, 97700.0000000037252903 439500.0000000074505806, 97700.0000000037252903 439600.0000000074505806))",370319,370319,E0977N4395,140,20,25,50,30,15,40% tot 60%,minder dan 8%,25% tot 45%,65,126,105,1
"Polygon ((97800 439600.0000000074505806, 97900 439600.0000000074505806, 97900 439500.0000000074505806, 97800 439500.0000000074505806, 97800 439600.0000000074505806))",370320,370320,E0978N4395,110,15,20,35,25,15,40% tot 60%,minder dan 8%,45% tot 67%,50,136,80,1
"Polygon ((97900 439600.0000000074505806, 98000.0000000037252903 439600.0000000074505806, 98000.0000000037252903 439500.0000000074505806, 97900 439500.0000000074505806, 97900 439600.0000000074505806))",370321,370321,E0979N4395,170,40,20,55,45,15,minder dan 40%,8% tot 15%,45% tot 67%,85,129,120,1
"Polygon ((98000.0000000037252903 439600.0000000074505806, 98100.0000000037252903 439600.0000000074505806, 98100.0000000037252903 439500.0000000074505806, 98000.0000000037252903 439500.0000000074505806, 98000.0000000037252903 439600.0000000074505806))",370322,370322,E0980N4395,95,25,5,40,15,10,40% tot 60%,8% tot 15%,25% tot 45%,45,155,60,1
"Polygon ((98100.0000000037252903 439600.0000000074505806, 98200 439600.0000000074505806, 98200 439500.0000000074505806, 98100.0000000037252903 439500.0000000074505806, 98100.0000000037252903 439600.0000000074505806))",370323,370323,E0981N4395,25,0,5,5,10,5,75% tot 90%,minder dan 8%,10% tot 25%,10,-99997,20,18
"Polygon ((98300 439600.0000000074505806, 98400.0000000037252903 439600.0000000074505806, 98400.0000000037252903 439500.0000000074505806, 98300 439500.0000000074505806, 98300 439600.0000000074505806))",370324,370324,E0983N4395,10,5,0,5,5,0,60% tot 75%,8% tot 15%,25% tot 45%,5,-99997,10,0
"Polygon ((98400.0000000037252903 439600.0000000074505806, 98500.0000000074505806 439600.0000000074505806, 98500.0000000074505806 439500.0000000074505806, 98400.0000000037252903 439500.0000000074505806, 98400.0000000037252903 439600.0000000074505806))",370325,370325,E0984N4395,5,5,0,0,0,0,geheim,geheim,geheim,0,-99997,0,4
"Polygon ((98500.0000000074505806 439600.0000000074505806, 98600 439600.0000000074505806, 98600 439500.0000000074505806, 98500.0000000074505806 439500.0000000074505806, 98500.0000000074505806 439600.0000000074505806))",370326,370326,E0985N4395,55,5,10,10,30,0,90% of meer,minder dan 8%,minder dan 10%,15,231,50,0
"Polygon ((98600 439600.0000000074505806, 98700.0000000037252903 439600.0000000074505806, 98700.0000000037252903 439500.0000000074505806, 98600 439500.0000000074505806, 98600 439600.0000000074505806))",370327,370327,E0986N4395,35,0,5,0,20,5,90% of meer,minder dan 8%,geen nw. allochtoon,15,234,25,5
"Polygon ((99000 439600.0000000074505806, 99100.0000000037252903 439600.0000000074505806, 99100.0000000037252903 439500.0000000074505806, 99000 439500.0000000074505806, 99000 439600.0000000074505806))",370328,370328,E0990N4395,5,0,0,5,0,0,geheim,geheim,geheim,0,-99997,5,5
"Polygon ((99100.0000000037252903 439600.0000000074505806, 99200.0000000037252903 439600.0000000074505806, 99200.0000000037252903 439500.0000000074505806, 99100.0000000037252903 439500.0000000074505806, 99100.0000000037252903 439600.0000000074505806))",370329,370329,E0991N4395,35,5,5,10,10,5,75% tot 90%,15% tot 25%,minder dan 10%,15,183,25,10
"Polygon ((99200.0000000037252903 439600.0000000074505806, 99300 439600.0000000074505806, 99300 439500.0000000074505806, 99200.0000000037252903 439500.0000000074505806, 99200.0000000037252903 439600.0000000074505806))",370330,370330,E0992N4395,5,0,0,0,0,5,geheim,geheim,geheim,0,-99997,0,3
"Polygon ((99900.0000000037252903 439600.0000000074505806, 100000 439600.0000000074505806, 100000 439500.0000000074505806, 99900.0000000037252903 439500.0000000074505806, 99900.0000000037252903 439600.0000000074505806))",370331,370331,E0999N4395,15,5,5,0,5,0,90% of meer,geen w. allochtoon,geen nw. allochtoon,5,372,10,15
"Polygon ((100000 439600.0000000074505806, 100100 439600.0000000074505806, 100100 439500.0000000074505806, 100000 439500.0000000074505806, 100000 439600.0000000074505806))",370332,370332,E1000N4395,25,5,0,5,10,5,75% tot 90%,8% tot 15%,geen nw. allochtoon,15,261,15,13
"Polygon ((84800 439500.0000000074505806, 84900.0000000037252903 439500.0000000074505806, 84900.0000000037252903 439400.0000000111758709, 84800 439400.0000000111758709, 84800 439500.0000000074505806))",370737,370737,E0848N4394,90,10,10,15,15,40,75% tot 90%,minder dan 8%,10% tot 25%,45,222,40,0
"Polygon ((84900.0000000037252903 439500.0000000074505806, 85000.0000000037252903 439500.0000000074505806, 85000.0000000037252903 439400.0000000111758709, 84900.0000000037252903 439400.0000000111758709, 84900.0000000037252903 439500.0000000074505806))",370738,370738,E0849N4394,70,5,10,20,15,20,75% tot 90%,minder dan 8%,10% tot 25%,30,188,45,0
"Polygon ((85000.0000000037252903 439500.0000000074505806, 85100 439500.0000000074505806, 85100 439400.0000000111758709, 85000.0000000037252903 439400.0000000111758709, 85000.0000000037252903 439500.0000000074505806))",370739,370739,E0850N4394,115,25,20,25,20,25,40% tot 60%,8% tot 15%,25% tot 45%,50,169,65,1
"Polygon ((85100 439500.0000000074505806, 85200 439500.0000000074505806, 85200 439400.0000000111758709, 85100 439400.0000000111758709, 85100 439500.0000000074505806))",370740,370740,E0851N4394,195,45,25,45,55,25,75% tot 90%,minder dan 8%,minder dan 10%,65,214,125,0
"Polygon ((85200 439500.0000000074505806, 85300.0000000037252903 439500.0000000074505806, 85300.0000000037252903 439400.0000000111758709, 85200 439400.0000000111758709, 85200 439500.0000000074505806))",370741,370741,E0852N4394,105,15,10,30,30,30,90% of meer,minder dan 8%,minder dan 10%,45,222,70,0
"Polygon ((85300.0000000037252903 439500.0000000074505806, 85400.0000000037252903 439500.0000000074505806, 85400.0000000037252903 439400.0000000111758709, 85300.0000000037252903 439400.0000000111758709, 85300.0000000037252903 439500.0000000074505806))",370742,370742,E0853N4394,5,0,0,0,0,0,geheim,geheim,geheim,0,-99997,0,4
"Polygon ((85700.0000000037252903 439500.0000000074505806, 85800 439500.0000000074505806, 85800 439400.0000000111758709, 85700.0000000037252903 439400.0000000111758709, 85700.0000000037252903 439500.0000000074505806))",370743,370743,E0857N4394,25,0,5,5,15,0,75% tot 90%,8% tot 15%,geen nw. allochtoon,10,470,25,12
"Polygon ((85800 439500.0000000074505806, 85900 439500.0000000074505806, 85900 439400.0000000111758709, 85800 439400.0000000111758709, 85800 439500.0000000074505806))",370744,370744,E0858N4394,40,5,5,15,15,0,60% tot 75%,8% tot 15%,10% tot 25%,5,338,35,5
"Polygon ((85900 439500.0000000074505806, 86000.0000000037252903 439500.0000000074505806, 86000.0000000037252903 439400.0000000111758709, 85900 439400.0000000111758709, 85900 439500.0000000074505806))",370745,370745,E0859N4394,145,25,25,40,50,10,75% tot 90%,8% tot 15%,10% tot 25%,40,221,115,1
"Polygon ((86000.0000000037252903 439500.0000000074505806, 86100.0000000037252903 439500.0000000074505806, 86100.0000000037252903 439400.0000000111758709, 86000.0000000037252903 439400.0000000111758709, 86000.0000000037252903 439500.0000000074505806))",370746,370746,E0860N4394,150,25,25,30,60,10,75% tot 90%,8% tot 15%,minder dan 10%,55,222,115,0
