wkt_geom,id,name,desc,ModeType,Rh1_Wd/h,Rd2_Wd/h,NRh_Wd/h,Rh1_We/h,Rh2_We/h,NRh_We/h
Point (84867.02820910290756729 439269.0051017893711105),1582,Schubertplein,Tramlijn 24 Zone 5327 Halte is rolstoeltoegankelijk.,Tram,4,4,3,3,3,2
Point (91119.03867260448168963 433381.01925432222196832),1583,Schulpplein,Buslijn 74 Zone 5314,Bus,5,3,2,4,3,2
Point (88962.03058905608486384 437564.01448943821014836),1584,Schuttevaerweg,Buslijn 42 Zone 5319,Bus,3,4,2,3,2,2
Point (88956.03067314429790713 437549.01456213067285717),1585,Schuttevaerweg,Buslijn 42 Zone 5319,Bus,3,4,2,3,2,2
Point (97501.01829972190898843 442312.03248893818818033),1586,Selma Lagerlöfweg,Buslijn 35 Zone 5321,Bus,8,8,4,7,4,4
Point (97531.01832193892914802 442304.03197459253715351),1587,Selma Lagerlöfweg,"Buslijn 35, BOB-buslijn 1 Zone 5300",Bus,11,11,5,9,6,5
Point (87249.03101134198368527 437676.01009076612535864),1588,'s-Gravelandseweg,"Tramlijn 24, Tramlijn 21 Zone 5319 Halte is rolstoeltoegankelijk.",Tram,5,5,4,4,4,2
Point (87283.03104319064004812 437664.01075892138760537),1589,'s-Gravelandseweg,"Tramlijn 24, Tramlijn 21 Zone 5319 Halte is rolstoeltoegankelijk.",Tram,5,5,4,4,4,2
Point (91491.03176644709310494 436559.01934869086835533),1590,'s-Gravendijkwal,Tramlijn 4 Zone 5300 Halte is rolstoeltoegankelijk via deur 1 en 2 van de tram.,Tram,4,4,2,3,3,2
Point (91426.03181898174807429 436539.01923093071673065),1591,'s-Gravendijkwal,Tramlijn 4 Zone 5300 Halte is rolstoeltoegankelijk via deur 1 en 2 van de tram.,Tram,4,4,2,3,3,2
Point (95757.02825847140047699 437477.02838688599877059),1592,'s-Gravenwetering,Tramlijn 7 Zone 5311,Tram,2,2,1,2,2,1
Point (95738.02834083250490949 437452.02831202268134803),1593,'s-Gravenwetering,Tramlijn 7 Zone 5311,Tram,2,2,1,2,2,1
Point (84919.02931334802997299 438786.00535009213490412),1594,Sibeliusplein,Buslijn 51 Zone 5327,Bus,7,5,5,7,5,4
Point (84913.02935856733529363 438776.00501144444569945),1595,Sibeliusplein,Buslijn 51 Zone 5327,Bus,7,5,5,7,5,4
Point (98069.02839460389805026 436957.03258858877234161),1596,Sibeliusweg,"Buslijn 34, Buslijn 95, BOB-buslijn 4 Zone 5300",Bus,21,19,17,17,14,9
Point (98062.02841087291017175 436958.03357217065058649),1597,Sibeliusweg,Buslijn 37 Zone 5311,Bus,4,1,1,2,1,1
Point (98114.02858901309082285 436858.03358383703744039),1598,Sibeliusweg,Buslijn 37 Zone 5311,Bus,4,1,1,2,1,1
Point (87392.02568081159552094 440037.01103420765139163),1599,Singaporestraat,Buslijn 42 Zone 5315,Bus,3,4,2,3,2,2
Point (87243.02583200379740447 440005.01091244083363563),1600,Singaporestraat,Buslijn 42 Zone 5315,Bus,3,4,2,3,2,2
Point (101423.02473259746329859 438258.03985545790055767),1601,Sint Annabaai,Buslijn 31 Zone 5322,Bus,3,2,2,2,1,1
Point (91282.02515501421294175 439749.01928626466542482),1602,Sint Franciscus Gasthuis,Tramlijn 25 Zone 5310 Halte is rolstoeltoegankelijk.,Tram,3,3,2,3,3,2
Point (91270.02517915939097293 439719.01967368501937017),1603,Sint Franciscus Gasthuis,Tramlijn 25 Zone 5300 Halte is rolstoeltoegankelijk.,Tram,3,3,2,3,3,2
Point (92247.01215777260949835 445829.02185909228865057),1604,Sint Franciscus Polikliniek,"Buslijn 174, Buslijn 172, BOB-buslijn 10 Zone 5300",Bus,11,9,6,9,7,2
Point (86409.03432299043925013 436354.00830429181223735),1605,Sint Liduinaplein,"Buslijn 126, Buslijn 51 Zone 5319",Bus,12,9,8,10,9,5
Point (86449.03432351820811164 436332.0081234741373919),1606,Sint Liduinaplein,"Buslijn 51, Buslijn 126, BOB-buslijn 2 Zone 5300",Bus,15,12,10,13,11,6
Point (92824.01121476350817829 446215.02240789559436962),1607,Sint Petrus,BOB-buslijn 10 Zone 5300,Bus,4,3,2,4,3,1
Point (93425.03173781240184326 436194.02359395893290639),1608,Sleephellingstraat,"Buslijn 32, Buslijn 48 Zone 5300",Bus,16,12,9,15,12,8
Point (93305.0315316534251906 436314.02326638478552923),1609,Sleephellingstraat,"Buslijn 32, Buslijn 48 Zone 5300",Bus,16,12,9,15,12,8
Point (92337.0405729806952877 432154.02100168284960091),1610,Slinge,"Metrolijn D, Metrolijn E Zone 5314 Dit metrostation is toegankelijk met een rolstoel.",Metro,10,10,6,10,10,6
Point (92337.0405729806952877 432154.02100168284960091),1611,Slinge,"Metrolijn D, Metrolijn E Zone 5314 Dit metrostation is toegankelijk met een rolstoel.",Metro,10,10,6,10,10,6
Point (92337.0405729806952877 432154.02100168284960091),1612,Slinge,"Metrolijn D, Metrolijn E Zone 5314 Dit metrostation is toegankelijk met een rolstoel.",Metro,10,10,6,10,10,6
Point (92396.04041852219961584 432199.02143883920507506),1613,Slinge Metro,"BOB-buslijn 7, BOB-buslijn 11 Zone 5300",Bus,5,5,4,5,3,2
Point (92392.04049883046536706 432177.02166483469773084),1614,Slinge Metro,Buslijn 68 Zone 5314,Bus,5,5,3,4,4,2
Point (92316.04066710712504573 432120.02141471800860018),1615,Slinge Metro,"Buslijn 68, Buslijn 73 Zone 5314",Bus,8,7,5,7,7,4
Point (92396.04041852219961584 432199.02143883920507506),1616,Slinge Metro,Buslijn 70 Zone 5314,Bus,6,6,5,6,6,4
Point (92406.04054457838356029 432155.02157624170649797),1617,Slinge Metro,"Buslijn 70, Buslijn 68 Zone 5314",Bus,11,11,8,10,10,6
Point (91371.04069839059957303 432348.0193057976430282),1618,Slingedael,Buslijn 68 Zone 5314,Bus,5,5,3,4,4,2
Point (91394.04066867186338641 432349.01995869621168822),1619,Slingedael,"Buslijn 68, BOB-buslijn 7 Zone 5300",Bus,9,9,6,8,6,1
Point (99337.0257692148006754 438081.03519047680310905),1620,Slotlaan,Metrolijn A/B/C Zone 5322 Dit metrostation is toegankelijk met een rolstoel.,Metro,12,12,6,12,12,6
Point (99337.0257692148006754 438081.03519047680310905),1621,Slotlaan,Metrolijn A/B/C Zone 5322 Dit metrostation is toegankelijk met een rolstoel.,Metro,12,12,6,12,12,6
Point (99616.02659549607778899 437613.03617247374495491),1622,Slotplein,BOB-buslijn 4 Zone 5300,Bus,12,10,8,10,7,4
Point (95392.03727990333572961 433007.02815049840137362),1623,Smeetslandsedijk,Buslijn 76 Zone 5314,Bus,7,7,6,6,6,4
Point (95406.03724609711207449 433026.0281489355256781),1624,Smeetslandsedijk,Buslijn 76 Zone 5314,Bus,7,7,6,6,6,4
Point (95372.03734185372013599 432975.02811852388549596),1625,Smeetslandsedijk,"Tramlijn 2, Tramlijn 20 Zone 5314 Halte is rolstoeltoegankelijk.",Tram,6,6,2,3,3,4
Point (95385.03720203437842429 433035.02818526979535818),1626,Smeetslandsedijk,"Tramlijn 2, Tramlijn 20 Zone 5314 Halte is rolstoeltoegankelijk.",Tram,6,6,2,3,3,4
Point (92579.02548166227643378 439404.02230679313652217),1627,Soetendaalseweg,"BOB-buslijn 10, BOB-buslijn 17 Zone 5300",Bus,8,6,5,7,5,2
Point (92577.02551550956559367 439371.02183884510304779),1628,Soetendaalseweg,"Tramlijn 8, Tramlijn 4 Zone 5300",Tram,7,6,4,5,5,3
Point (92574.02548055660736281 439397.02258788933977485),1629,Soetendaalseweg,"Tramlijn 8, Tramlijn 4 Zone 5300",Tram,7,6,4,5,5,3
Point (90862.04162762763735373 432023.01824471191503108),1630,Sonneburgh,Buslijn 74 Zone 5314,Bus,5,3,2,4,3,2
Point (91853.03176740003982559 436482.02086872432846576),1631,Sophia Kinderziekenhuis,"Buslijn 44, Buslijn 46 Zone 5300",Bus,9,7,6,8,8,5
Point (91887.03166530796443112 436542.02010616479674354),1632,Sophia Kinderziekenhuis,"Buslijn 44, Buslijn 46 Zone 5300",Bus,9,7,6,8,8,5
Point (89031.03174184983072337 437039.01425383955938742),1633,Spaanseweg,"Buslijn 42, Buslijn 38 Zone 5319",Bus,9,9,7,8,6,6
Point (89049.0316774310922483 437059.01440293289488181),1634,Spaanseweg,"Buslijn 42, Buslijn 38 Zone 5319",Bus,9,9,7,8,6,6
Point (90209.03395854428526945 435789.01653271692339331),1635,Spanjaardstraat,Tramlijn 8 Zone 5319,Tram,3,2,2,2,2,1
Point (90209.03387434475007467 435810.01732275751419365),1636,Spanjaardstraat,Tramlijn 8 Zone 5319,Tram,3,2,2,2,2,1
Point (89398.03140443318989128 437123.01495546707883477),1637,Spartastraat,"Tramlijn 8, Tramlijn 4 Zone 5319",Tram,7,6,4,5,5,3
Point (82464.05279400751169305 429200.99954015534603968),1638,Spijkenisse Centrum,"Metrolijn A/B/C, Metrolijn D Zone 5336 Dit metrostation is toegankelijk met een rolstoel.",Metro,24,24,12,24,24,12
Point (82464.05279400751169305 429200.99954015534603968),1639,Spijkenisse Centrum,"Metrolijn A/B/C, Metrolijn D Zone 5336 Dit metrostation is toegankelijk met een rolstoel.",Metro,24,24,12,24,24,12
Point (82428.05291398234840017 429167.99948950548423454),1640,Spijkenisse Centrum perron E,BOB-buslijn 8 Zone 5326,Bus,6,6,5,6,6,4
Point (95531.04379339519073255 429663.02780662861187011),1641,Spinetstraat,Buslijn 184 Zone 5328,Bus,3,3,2,2,1,0
Point (95536.04378458729479462 429660.02770621771924198),1642,Spinetstraat,"Buslijn 184, BOB-buslijn 11 Zone 5300",Bus,4,4,3,3,2,1
Point (101754.0369012284791097 431453.04044202377554029),1643,Spinozastraat,"Buslijn 143, Buslijn 146, Buslijn 245 Zone 5334",Bus,9,9,8,9,8,6
Point (101674.03686306870076805 431491.03939760429784656),1644,Spinozastraat,"Buslijn 145, Buslijn 245 Zone 5334",Bus,6,6,6,6,6,4
Point (95289.03852235191152431 432394.02794136793818325),1645,Spinozaweg,"Buslijn 143, Buslijn 184, Buslijn 144, Buslijn 187 Zone 5314",Bus,10,8,6,9,4,2
Point (95186.03857818692631554 432408.02752627100562677),1646,Spinozaweg,"Buslijn 143, Buslijn 184, Buslijn 144, Buslijn 187, BOB-buslijn 11 Zone 5300",Bus,11,9,7,10,5,3
Point (94701.03296824544668198 435319.02663761569419876),1647,Spoorweghaven,Buslijn 66 Zone 5314,Bus,6,5,4,4,2,1
Point (94729.03312562318751588 435241.0261942659271881),1648,Spoorweghaven,Buslijn 66 Zone 5314,Bus,6,5,4,4,2,1
Point (93874.01214946008985862 445724.0244384614052251),1649,Sporthal de Ackers,Buslijn 172 Zone 5320,Bus,3,3,1,2,2,0
Point (93848.01227452568127774 445672.02464290999341756),1650,Sporthal de Ackers,Buslijn 172 Zone 5320,Bus,3,3,1,2,2,0
Point (102172.03722336429927964 431138.04069132037693635),1651,Sporthal Drievliet,BOB-buslijn 16 Zone 5300,Bus,5,4,3,4,3,2
Point (102201.03733213097439148 431069.04068126407219097),1652,Sporthal Drievliet,"Buslijn 143, Buslijn 146, Buslijn 245 Zone 5334",Bus,9,9,8,9,8,6
Point (102172.03722336429927964 431138.04069132037693635),1653,Sporthal Drievliet,Buslijn 144 Zone 5334,Bus,3,2,2,3,1,1
Point (102174.0372294061089633 431140.0412548808963038),1654,Sporthal Drievliet,Buslijn 144 Zone 5334,Bus,3,2,2,3,1,1
Point (102220.03724369654082693 431092.04109986068215221),1655,Sporthal Drievliet,"Buslijn 145, Buslijn 146, Buslijn 245 Zone 5334",Bus,9,9,9,9,9,7
Point (98969.01845626275462564 442049.03516672126716003),1656,Sporthal Zevenkamp,BOB-buslijn 1 Zone 5300,Bus,3,3,1,2,2,1
Point (98948.01842900151677895 442050.0352380964322947),1657,Sporthal Zevenkamp,BOB-buslijn 5 Zone 5300,Bus,9,7,4,7,6,2
Point (92090.01417630477226339 444866.0207101201522164),1658,Sportlaan,Buslijn 172 Zone 5320,Bus,3,3,1,2,2,0
Point (92092.01418340034433641 444867.02139543718658388),1659,Sportlaan,Buslijn 172 Zone 5320,Bus,3,3,1,2,2,0
Point (100634.03585465476498939 432363.03848319267854095),1660,Sportlaan,Buslijn 290 Zone 5334,Bus,12,12,9,10,10,5
Point (100639.03574441967066377 432385.03788693755632266),1661,Sportlaan,Buslijn 290 Zone 5334,Bus,12,12,9,10,10,5
Point (83924.03262870792241301 437506.00322149146813899),1662,Sportlaan,Buslijn 56 Zone 5329,Bus,10,9,7,10,10,5
Point (83965.03283687330258545 437420.00328784255543724),1663,Sportlaan,Buslijn 56 Zone 5329,Bus,10,9,7,10,10,5
Point (96301.03587972756940871 433473.02980603772448376),1664,Sportlaan,Buslijn 70 Zone 5324,Bus,6,6,5,6,6,4
Point (96292.03594637659261934 433455.02907525020418689),1665,Sportlaan,Buslijn 70 Zone 5324,Bus,6,6,5,6,6,4
Point (96227.03587616368895397 433511.02991212334018201),1666,Sportlaan,Buslijn 76 Zone 5324,Bus,7,7,6,6,6,4
Point (96245.03586197052209172 433488.02908549970015883),1667,Sportlaan,Buslijn 76 Zone 5324,Bus,7,7,6,6,6,4
Point (93097.01581414477550425 444006.02328020747518167),1668,Sportpark,BOB-buslijn 10 Zone 5300,Bus,4,3,2,4,3,1
Point (96357.03445670873043127 434210.02950003667501733),1669,Sportsingel,Buslijn 76 Zone 5324,Bus,7,7,6,6,6,4
Point (96400.03445548552554101 434201.02947928919456899),1670,Sportsingel,"Buslijn 76, BOB-buslijn 16 Zone 5300",Bus,12,11,9,10,9,6
Point (100539.03589339050813578 432349.03810500877443701),1671,Sporttunnel,Buslijn 144 Zone 5334,Bus,3,2,2,3,1,1
Point (100533.03590918199915905 432346.03804623079486191),1672,Sporttunnel,"Buslijn 144, BOB-buslijn 16 Zone 5300",Bus,8,6,5,7,4,3
Point (102187.02614475948212203 437339.0410708081908524),1673,Sprietzeil,Buslijn 97 Zone 5322,Bus,4,3,2,4,3,1
Point (102237.02605038032925222 437384.0403797424514778),1674,Sprietzeil,Buslijn 98 Zone 5322,Bus,6,5,3,6,4,2
Point (83741.04765073185262736 431083.00274468044517562),1675,Sprong,BOB-buslijn 8 Zone 5326,Bus,6,6,5,6,6,4
Point (83669.04758918107836507 431121.00179021852090955),1676,Sprong,Buslijn 78 Zone 5326,Bus,12,12,6,10,10,5
Point (83740.04773389185720589 431062.00247322837822139),1677,Sprong,"Buslijn 80, Buslijn 78 Zone 5326",Bus,18,18,10,15,15,9
Point (92295.03509899499476887 434799.02162384573603049),1678,ss Rotterdam,Buslijn 77 Zone 5314,Bus,4,2,1,4,2,1
Point (92300.01213162881322205 445819.02220058918464929),1679,St. Franciscus Polikliniek,Buslijn 174 Zone 5320,Bus,4,3,3,3,2,1
Point (92824.01121476350817829 446215.02240789559436962),1680,St. Petrus,Buslijn 174 Zone 5320,Bus,4,3,3,3,2,1
Point (92831.01134009478846565 446169.02227281121304259),1681,St. Petrus,Buslijn 174 Zone 5320,Bus,4,3,3,3,2,1
Point (86829.03482945225550793 436038.00987015623832121),1682,Stadhouderslaan,Buslijn 54 Zone 5319,Bus,5,5,4,4,3,1
Point (92509.0293344400706701 437544.02195620950078592),1683,Stadhuis,"BOB-buslijn 7, BOB-buslijn 16, BOB-buslijn 5, BOB-buslijn 11 Zone 5300",Bus,19,16,11,16,12,6
Point (92503.02908065932570025 437663.02216782025061548),1684,Stadhuis,Deze halte is tijdelijk komen te vervallen Zone 5300,Bus,4,4,2,3,3,2
Point (92460.02920637957868166 437613.02207238122355193),1685,Stadhuis,"Metrolijn D, Metrolijn E Zone 5300 Dit metrostation is toegankelijk met een rolstoel.",Metro,10,10,6,10,10,6
Point (92460.02920637957868166 437613.02207238122355193),1686,Stadhuis,"Metrolijn D, Metrolijn E Zone 5300 Dit metrostation is toegankelijk met een rolstoel.",Metro,10,10,6,10,10,6
Point (92462.02915400601341389 437650.02140790579142049),1687,Stadhuis,"Tramlijn 24, Tramlijn 21, Tramlijn 12, Tramlijn 20, Tramlijn 23 Zone 5300 Halte is rolstoeltoegankelijk.",Tram,15,15,13,14,14,11
Point (92481.02922579277947079 437592.02132931479718536),1688,Stadhuis,"Tramlijn 24, Tramlijn 21, Tramlijn 12, Tramlijn 23 Zone 5300 Halte is rolstoeltoegankelijk.",Tram,13,13,11,12,12,9
Point (95585.03425608383258805 434486.02861374156782404),1689,Stadion Feyenoord,BOB-buslijn 16 Zone 5300,Bus,5,4,3,4,3,2
Point (95604.03421466355212033 434490.02781049988698214),1690,Stadion Feyenoord,"Tramlijn 12, Tramlijn 23 Zone 5314",Tram,8,8,7,8,8,7
Point (95640.03424135652312543 434480.02835428039543331),1691,Stadion Feyenoord,"Tramlijn 12, Tramlijn 23 Zone 5314",Tram,8,8,7,8,8,7
Point (96017.03474455754621886 434147.02905814768746495),1692,Stadionlaan,Buslijn 76 Zone 5324,Bus,7,7,6,6,6,4
Point (96054.03473382120137103 434132.02945410757092759),1693,Stadionlaan,"Buslijn 76, BOB-buslijn 16 Zone 5300",Bus,12,11,9,10,9,6
Point (83444.03596188379742671 436162.00165076047414914),1694,Stadsgehoorzaal,"Buslijn 126, Buslijn 56 Zone 5329",Bus,15,13,10,13,14,6
Point (83416.03597321666893549 436167.00118001509690657),1695,Stadsgehoorzaal,"Buslijn 126, Buslijn 56, BOB-buslijn 2 Zone 5300",Bus,17,16,12,16,16,7
Point (75296.03059321281034499 439581.98121009353781119),1696,Stadsmolen,BOB-buslijn 9 Zone 5300,Bus,1,1,1,1,1,0
Point (75278.03072035020159092 439531.98090952925849706),1697,Stadsmolen,"Buslijn 126, Buslijn 226 Zone 5349",Bus,9,7,5,7,7,3
Point (96160.02016120971529745 441508.02991329628275707),1698,Stamroos,Buslijn 35 Zone 5321,Bus,8,8,4,7,4,4
Point (96168.02010491822147742 441546.02905158139765263),1699,Stamroos,"Buslijn 35, BOB-buslijn 1 Zone 5300",Bus,11,11,5,9,6,5
Point (100979.03841075653326698 430820.0385768826236017),1700,Staringlaan,"Buslijn 143, Buslijn 146, Buslijn 245 Zone 5334",Bus,9,9,8,9,8,6
Point (101027.03844147904601414 430792.03887001884868369),1701,Staringlaan,"Buslijn 145, Buslijn 146, Buslijn 245 Zone 5334",Bus,9,9,9,9,9,7
Point (97525.02135612379061058 440728.03220746474107727),1702,Station Alexander,BOB-buslijn 5 Zone 5300,Bus,9,7,4,7,6,2
Point (97605.02126643279916607 440746.03214365500025451),1703,Station Alexander,"Buslijn 30, Buslijn 36, Buslijn 31, Buslijn 37 Zone 5321",Bus,14,8,6,10,6,5
Point (97531.02127833559643477 440757.03265396627830341),1704,Station Alexander,Buslijn 35 Zone 5321,Bus,8,8,4,7,4,4
Point (97525.02135612379061058 440728.03220746474107727),1705,Station Alexander,Buslijn 35 Zone 5321,Bus,8,8,4,7,4,4
Point (97558.0424252631055424 429753.03249607153702527),1706,Station Barendrecht,Buslijn 182 Zone 5328,Bus,5,4,3,4,3,1
Point (97558.0424252631055424 429753.03249607153702527),1707,Station Barendrecht,Buslijn 183 Zone 5328,Bus,3,3,2,2,2,2
Point (97558.0424252631055424 429753.03249607153702527),1708,Station Barendrecht,Buslijn 184 Zone 5328,Bus,3,3,2,2,1,0
Point (97447.04216189312865026 429905.03159990446874872),1709,Station Barendrecht,"Buslijn 184, Buslijn 182, Buslijn 183, BOB-buslijn 11 Zone 5300",Bus,12,11,8,9,7,4
Point (97505.041797519515967 430077.03218340856255963),1710,Station Barendrecht Oostzijde,Buslijn 187 Zone 5328,Bus,2,1,1,2,1,1
Point (97505.04183722834568471 430066.03252399363555014),1711,Station Barendrecht Oostzijde,"Buslijn 187, Buslijn 188 Zone 5328",Bus,8,7,5,7,6,3
Point (93131.02997672985657118 437115.02276907721534371),1712,Station Blaak,BOB-buslijn 5 Zone 5300,Bus,9,7,4,7,6,2
Point (93131.02997672985657118 437115.02276907721534371),1713,Station Blaak,"Buslijn 32, Buslijn 48 Zone 5300",Bus,16,12,9,15,12,8
Point (93143.02989954376243986 437145.02333216619445011),1714,Station Blaak,"Buslijn 32, Buslijn 48 Zone 5300",Bus,16,12,9,15,12,8
Point (93188.02979393652640283 437190.02305681153666228),1715,Station Blaak,"Tramlijn 24, Tramlijn 21 Zone 5300 Halte is rolstoeltoegankelijk.",Tram,5,5,4,4,4,2
Point (93224.02973600255791098 437205.02316989627433941),1716,Station Blaak,"Tramlijn 24, Tramlijn 21 Zone 5300 Halte is rolstoeltoegankelijk.",Tram,5,5,4,4,4,2
Point (93236.02996911166701466 437109.02358532178914174),1717,Station Blaak/Verlengde Willemsbrug,Deze halte is tijdelijk komen te vervallen Zone 5300,Bus,4,4,2,3,3,2
Point (93219.03004609566414729 437077.02391256665578112),1718,Station Blaak/Verlengde Willemsbrug,Deze halte is tijdelijk komen te vervallen Zone 5300,Bus,4,4,2,3,3,2
Point (84210.01103503980266396 446739.00421951548196375),1719,Station Delft,Buslijn 40 Zone 5426,Bus,3,2,2,2,2,2
Point (84229.01087994710542262 446807.00347419816534966),1720,Station Delft,"Buslijn 40, Buslijn 174 Zone 5426",Bus,7,5,5,5,4,3
Point (84245.01107167842565104 446715.00351409113500267),1721,Station Delft perron C,Deze halte is tijdelijk komen te vervallen Zone 5426,Bus,4,4,2,3,3,2
Point (84239.011035788062145 446733.00347744877217337),1722,Station Delft Perron D,"Buslijn 40, Buslijn 174 Zone 5426",Bus,7,5,5,5,4,3
Point (105500.04636046351515688 424578.04691430035745725),1723,Station Dordrecht,Buslijn 144 Zone 5360,Bus,3,2,2,3,1,1
Point (105540.04640632774680853 424545.04710044799139723),1724,Station Dordrecht,Buslijn 144 Zone 5360,Bus,3,2,2,3,1,1
Point (105540.04640632774680853 424545.04710044799139723),1725,Station Dordrecht,Buslijn 144 Zone 5360,Bus,3,2,2,3,1,1
Point (68448.0211411449854495 443788.96310372452717274),1726,Station Hoek van Holland Haven,BOB-buslijn 19 Zone 5300,Bus,6,5,4,3,3,1
Point (96175.03724937455262989 432812.02888381876982749),1727,Station Lombardijen,"Buslijn 143, Buslijn 144, Buslijn 70, Buslijn 76, Buslijn 183 Zone 5314",Bus,21,20,16,19,16,11
Point (96288.0371347367472481 432841.0299432011670433),1728,Station Lombardijen,"Buslijn 143, Buslijn 144, Buslijn 70, Buslijn 76, Buslijn 183 Zone 5324",Bus,21,20,16,19,16,11
Point (96217.03721442948153708 432820.02952438918873668),1729,Station Lombardijen,"Tramlijn 2, Tramlijn 20 Zone 5324 Halte is rolstoeltoegankelijk.",Tram,6,6,4,5,5,4
Point (96170.03729019159800373 432799.02948746102629229),1730,Station Lombardijen,"Tramlijn 2, Tramlijn 20 Zone 5314 Halte is rolstoeltoegankelijk.",Tram,6,6,2,3,3,4
Point (75825.03419137008313555 438129.98325183324050158),1731,Station Maasluis West,"Buslijn 126, Buslijn 226 Zone 5349",Bus,9,7,5,7,7,3
Point (75829.0341440908232471 438133.98253443068824708),1732,Station Maassluis West,BOB-buslijn 9 Zone 5300,Bus,1,1,1,1,1,0
Point (75822.03415462889824994 438132.98288868431700394),1733,Station Maassluis West,"Buslijn 126, Buslijn 226 Zone 5349",Bus,9,7,5,7,7,3
Point (85854.03142242784088012 437733.00768809008877724),1734,Station Nieuwland,BOB-buslijn 3 Zone 5300,Bus,6,6,4,5,5,2
Point (85794.03136477884254418 437753.0075923798722215),1735,Station Nieuwland,Buslijn 51 Zone 5319,Bus,7,5,5,7,5,4
Point (85854.03142242784088012 437733.00768809008877724),1736,Station Nieuwland,Buslijn 51 Zone 5319,Bus,7,5,5,7,5,4
Point (85804.0313753901864402 437754.00746199674904346),1737,Station Nieuwland,"Tramlijn 24, Tramlijn 21 Zone 5319 Halte is rolstoeltoegankelijk.",Tram,5,5,4,4,4,2
Point (85824.03137794058420695 437740.0077013976406306),1738,Station Nieuwland,"Tramlijn 24, Tramlijn 21 Zone 5319 Halte is rolstoeltoegankelijk.",Tram,5,5,4,4,4,2
Point (92729.02492885431274772 439617.02259159606182948),1739,Station Noord,"Buslijn 35, Buslijn 174 Zone 5300",Bus,12,11,7,10,6,5
Point (92699.02473311542416923 439736.02268707047915086),1740,Station Noord,"Buslijn 35, Buslijn 174 Zone 5310",Bus,12,11,7,10,6,5
Point (92730.02462665800703689 439774.02259858354227617),1741,Station Noord,"Buslijn 35, Buslijn 174, BOB-buslijn 10, BOB-buslijn 17 Zone 5300",Bus,20,17,12,17,11,7
Point (92699.02473311542416923 439736.02268707047915086),1742,Station Noord,"Tramlijn 8, Tramlijn 4 Zone 5300",Tram,7,6,4,5,5,3
Point (92730.02462665800703689 439774.02259858354227617),1743,Station Noord,"Tramlijn 8, Tramlijn 4 Zone 5300",Tram,7,6,4,5,5,3
Point (87741.03141455077275168 437415.01112209638813511),1744,Station Schiedam Centrum,"Buslijn 126, Buslijn 38, BOB-buslijn 2, BOB-buslijn 9 Zone 5300",Bus,15,13,11,12,11,6
Point (87509.03128252776514273 437513.01161630998831242),1745,Station Schiedam Centrum,"Buslijn 126, Buslijn 53, Buslijn 51, Buslijn 54, Buslijn 38, Buslijn 226 Zone 5319",Bus,35,30,25,28,29,19
Point (87680.03133545389573555 437462.01120870630256832),1746,Station Schiedam Centrum,Buslijn 38 Zone 5319,Bus,6,5,5,5,4,4
Point (87680.03133545389573555 437462.01120870630256832),1747,Station Schiedam Centrum,"Buslijn 53, Buslijn 51, Buslijn 54, BOB-buslijn 3 Zone 5300",Bus,21,19,16,20,18,12
Point (87553.03148309329117183 437409.01164583116769791),1748,Station Schiedam Centrum,"Tramlijn 24, Tramlijn 21 Zone 5319 Halte is rolstoeltoegankelijk.",Tram,5,5,4,4,4,2
Point (87535.03157302737236023 437382.01125699293334037),1749,Station Schiedam Centrum,"Tramlijn 24, Tramlijn 21 Zone 5319 Halte is rolstoeltoegankelijk.",Tram,5,5,4,4,4,2
Point (99807.02034274998004548 440915.03673321160022169),1750,Station Schollevaar,BOB-buslijn 5 Zone 5300,Bus,9,7,4,7,6,2
Point (99807.02034274998004548 440915.03673321160022169),1751,Station Schollevaar,Buslijn 30 Zone 5321,Bus,3,3,2,3,2,2
Point (99802.02040094853146002 440917.03690668812487274),1752,Station Schollevaar,Buslijn 30 Zone 5321,Bus,3,3,2,3,2,2
Point (83322.03737593509140424 435593.00146548013435677),1753,Station Vlaardingen Centrum,Buslijn 57 Zone 5329,Bus,8,6,4,5,4,3
Point (83285.03738919051829726 435569.00099666486494243),1754,Station Vlaardingen Centrum,Buslijn 57 Zone 5329,Bus,8,6,4,5,4,3
Point (84421.03526916685223114 436284.00441884540487081),1755,Station Vlaardingen Oost,"Buslijn 126, Buslijn 56 Zone 5329",Bus,15,13,10,13,14,6
Point (84406.03531835824833252 436270.00352798344101757),1756,Station Vlaardingen Oost,"Buslijn 126, Buslijn 56 Zone 5329",Bus,15,13,10,13,14,6
Point (84413.03528146495227702 436278.00411618803627789),1757,Station Vlaardingen Oost,Buslijn 56 Zone 5329,Bus,10,9,7,10,10,5
Point (84421.03526916685223114 436284.00441884540487081),1758,Station Vlaardingen Oost,Buslijn 56 Zone 5329,Bus,10,9,7,10,10,5
Point (84406.03531835824833252 436270.00352798344101757),1759,Station Vlaardingen Oost perron A,BOB-buslijn 2 Zone 5300,Bus,3,3,2,3,2,1
Point (81207.03816546357120387 435641.99646843981463462),1760,Station Vlaardingen West,BOB-buslijn 2 Zone 5300,Bus,3,3,2,3,2,1
Point (81207.03816546357120387 435641.99646843981463462),1761,Station Vlaardingen West,Buslijn 56 Zone 5329,Bus,10,9,7,10,10,5
Point (92605.00051048683235422 451369.02210330887464806),1762,Station Zoetermeer,Buslijn 170 Zone 5441,Bus,8,8,6,8,8,6
